   10	    11.534183 
   10	    12.286964 
   10	    10.820397 
   10	    11.283090 
   10	    5.677290 
   10	    11.636045 
   10	    11.278965 
   10	    6.723910 
   10	    6.155856 
   10	    5.631921 
   10	    5.612673 
   10	    5.788401 
   10	    5.154481 
   10	    4.571429 
   10	    4.829646 
   10	    5.613548 
   10	    4.786652 
   10	    4.384827 
   10	    4.289589 
   10	    5.619673 
   10	    4.783402 
   10	    4.383327 
   10	    4.266217 
   10	    5.352331 
   10	    4.767404 
   10	    4.410449 
   10	    4.101862 
