   12	    6.224888 
   14	    8.079460 
   16	    9.815592 
   18	    12.443778 
   20	    16.032984 
   22	    22.295852 
   24	    31.318341 
   26	    44.521239 
   28	    64.540730 
   20	    15.749031 
   20	    11.689414 
   20	    11.784152 
   20	    11.832396 
   20	    11.682415 
   20	    11.879640 
   12	    5.596300 
   12	    5.564804 
   14	    6.749406 
   16	    8.307462 
   18	    9.805399 
   20	    11.636670 
   22	    14.451819 
   24	    18.863892 
   26	    24.345457 
   28	    33.207849 
   30	    45.786902 
   32	    63.352831 
   34	    75.063492 
   36	    81.118235 
   26	    25.429571 
   26	    23.990001 
   28	    33.630421 
   25	    21.547682 
   24	    17.927259 
   22	    14.898388 
   22	    14.406574 
   22	    15.004249 
   22	    14.362455 
   18	    9.887139 
   14	    6.805774 
   30	    47.102737 
   18	    9.836895 
   20	    12.485189 
   20	    11.444194 
   20	    11.644169 
   20	    11.790651 
   20	    11.837145 
   10	    4.500187 
   28	    30.959005 
   28	    30.025581 
   30	    44.320335 
   30	    48.554806 
   28	    31.261217 
   28	    32.672666 
   30	    45.056618 
   28	    34.227347 
   22	    14.469941 
   28	    33.130484 
   28	    31.586802 
   28	    33.054493 
   28	    30.312711 
   30	    50.061867 
   28	    31.122735 
   28	    32.544307 
   28	    31.083365 
   28	    32.713661 
   28	    32.357080 
   28	    33.177353 
   28	    31.890264 
   28	    32.832396 
   28	    32.645169 
   28	    33.483565 
   28	    33.657918 
   28	    31.787652 
   28	    31.864892 
   28	    31.014873 
   28	    31.407449 
   28	    31.659293 
   28	    29.698288 
   28	    31.965504 
   28	    32.583927 
   28	    33.177478 
   28	    30.371190 
   28	    30.127417 
   22	    15.030371 
   28	    30.120693 
   18	    9.859491 
   20	    11.930460 
   20	    11.795941 
   20	    11.806655 
   22	    14.698095 
   24	    18.446944 
   24	    18.525464 
   26	    25.015969 
   26	    24.690279 
   26	    24.740666 
   26	    24.869093 
   26	    24.638555 
   28	    30.549066 
   28	    32.483648 
   30	    43.398996 
   30	    44.043224 
   30	    43.468026 
   32	    67.294375 
   30	    42.687901 
   28	    30.436536 
   28	    30.589116 
   30	    43.510138 
   30	    43.355670 
   30	    43.675687 
   18	    9.816481 
   18	    9.832440 
   18	    9.752441 
   18	    9.750931 
   18	    9.885440 
   18	    9.855808 
   18	    9.834645 
   18	    9.850604 
   18	    9.798247 
   18	    9.860695 
   18	    9.807002 
   18	    9.849532 
   18	    9.893358 
   18	    9.809931 
   18	    9.820369 
   18	    9.923317 
   18	    9.839053 
   18	    9.826634 
   18	    9.804961 
   18	    9.817043 
   18	    9.841726 
   18	    9.805431 
   18	    9.966715 
   18	    9.799624 
   18	    9.818094 
   18	    9.814002 
   18	    9.882930 
   18	    9.886920 
   18	    9.771859 
   18	    9.949603 
   18	    9.805084 
   18	    9.734523 
   18	    9.825757 
   18	    9.910378 
   18	    9.895756 
   18	    9.801553 
   18	    9.815216 
   18	    9.760962 
   18	    9.825839 
   18	    9.943296 
   18	    9.755125 
   18	    9.801818 
   18	    9.721891 
   18	    9.845777 
   18	    9.834991 
   18	    9.888705 
   18	    9.885971 
   18	    9.873624 
   18	    9.864205 
   18	    9.908715 
   18	    9.763982 
   18	    9.883450 
   18	    9.851563 
   18	    9.857379 
   18	    9.859083 
   18	    9.878991 
   18	    9.902011 
   18	    9.836777 
   18	    9.824379 
   18	    9.816022 
   18	    9.773400 
   18	    9.856420 
   18	    9.787553 
   18	    9.897603 
   18	    9.711289 
   18	    9.837900 
   18	    9.927593 
   18	    9.880205 
   18	    9.828481 
   18	    9.773584 
   18	    9.802900 
   18	    9.871114 
   18	    9.909032 
   18	    9.903654 
   18	    9.897705 
   18	    9.833645 
