   12	    6.224888 
   14	    8.079460 
   16	    9.815592 
   18	    12.443778 
   20	    16.032984 
   22	    22.295852 
   24	    31.318341 
   26	    44.521239 
   28	    64.540730 
   20	    15.749031 
   20	    11.689414 
   20	    11.784152 
   20	    11.832396 
   20	    11.682415 
   20	    11.879640 
   12	    5.596300 
   12	    5.564804 
   14	    6.749406 
   16	    8.307462 
   18	    9.805399 
   20	    11.636670 
   22	    14.451819 
   24	    18.863892 
   26	    24.345457 
   28	    33.207849 
   30	    45.786902 
   32	    63.352831 
   34	    75.063492 
   36	    81.118235 
   26	    25.429571 
   26	    23.990001 
   28	    33.630421 
   25	    21.547682 
   24	    17.927259 
   22	    14.898388 
   22	    14.406574 
   22	    15.004249 
   22	    14.362455 
   18	    9.887139 
   14	    6.805774 
   30	    47.102737 
   18	    9.836895 
   20	    12.485189 
   20	    11.444194 
   20	    11.644169 
   20	    11.790651 
   20	    11.837145 
   10	    4.500187 
   28	    30.959005 
   28	    30.025581 
   30	    44.320335 
   30	    48.554806 
   28	    31.261217 
   28	    32.672666 
   30	    45.056618 
   28	    34.227347 
   22	    14.469941 
   28	    33.130484 
   28	    31.586802 
   28	    33.054493 
   28	    30.312711 
   30	    50.061867 
   28	    31.122735 
   28	    32.544307 
   28	    31.083365 
   28	    32.713661 
   28	    32.357080 
   28	    33.177353 
   28	    31.890264 
   28	    32.832396 
   28	    32.645169 
   28	    33.483565 
   28	    33.657918 
   28	    31.787652 
   28	    31.864892 
   28	    31.014873 
   28	    31.407449 
   28	    31.659293 
   28	    29.698288 
