   10  9.955396   10  9.993223   10  9.999380   10  9.999966
   20  18.149615   20  19.230821   20  19.727925   20  19.873064
   30  22.360072   30  25.335289   30  27.364041   30  27.703026
   40  23.828350   40  28.068516   40  30.919263   40  32.023956
   50  24.225868   50  28.885490   50  31.907184   50  33.813117
   60  24.312092   60  29.023285   60  32.163119   60  34.404048
