    0 0.000000 
    1 0.000000 
    2 0.000000 
    3 0.000000 
    4 0.000000 
    5 0.000000 
    6 0.000000 
    7 0.000000 
    8 0.000013 
    9 0.000084 
   10 0.000314 
   11 0.000864 
   12 0.001965 
   13 0.003903 
   14 0.007004 
   15 0.011610 
   16 0.018059 
   17 0.026657 
   18 0.037697 
   19 0.051530 
   20 0.068672 
   21 0.089822 
   22 0.115750 
   23 0.147072 
   24 0.184005 
   25 0.226225 
   26 0.272857 
   27 0.322608 
   28 0.373977 
   29 0.425473 
   30 0.475792 
   31 0.523921 
   32 0.569171 
   33 0.611155 
   34 0.649736 
   35 0.684956 
   36 0.716974 
   37 0.746010 
   38 0.772310 
   39 0.796119 
   40 0.817665 
   41 0.927066 
   42 0.970826 
   43 0.988331 
   44 0.995332 
   45 0.998133 
   46 0.999253 
   47 0.999701 
   48 0.999881 
   49 0.999952 
   50 0.999981 
   51 0.999992 
   52 0.999997 
   53 0.999999 
   54 1.000000 
   55 1.000000 
   56 1.000000 
   57 1.000000 
   58 1.000000 
   59 1.000000 
   60 1.000000 
   61 1.000000 
   62 1.000000 
   63 1.000000 
   64 1.000000 
   65 1.000000 
   66 1.000000 
   67 1.000000 
   68 1.000000 
   69 1.000000 
   70 1.000000 
   71 1.000000 
   72 1.000000 
   73 1.000000 
   74 1.000000 
   75 1.000000 
   76 1.000000 
   77 1.000000 
   78 1.000000 
   79 1.000000 
   80 1.000000 
   81 1.000000 
   82 1.000000 
   83 1.000000 
   84 1.000000 
   85 1.000000 
   86 1.000000 
   87 1.000000 
   88 1.000000 
   89 1.000000 
   90 1.000000 
   91 1.000000 
   92 1.000000 
   93 1.000000 
   94 1.000000 
   95 1.000000 
   96 1.000000 
   97 1.000000 
   98 1.000000 
   99 1.000000 
  100 1.000000 
  101 1.000000 
  102 1.000000 
  103 1.000000 
  104 1.000000 
  105 1.000000 
  106 1.000000 
  107 1.000000 
  108 1.000000 
